author,channel_url,title,webpage_url,view_count,like_count,dislike_count,average_rating,duration,upload_date,tags,categories,description,thumbnail,best_format,filesize_bytes
Intune Training,http://www.youtube.com/channel/UCfmMlhX5TW8cicxHw6ExYVA,S02E15 - Discussing the Benefits of Windows Hello for Business (no demos) - (I.T),https://www.youtube.com/watch?v=hQHHGu-jr4Q,2488,52,0,5.0,2568,20201117,"['Microsoft', 'Intune', 'Training', 'Azure', 'AAD', 'MEM', 'MSIntune', 'Microsoft Endpoint Management', 'MEMIntune', 'Hello for Business', 'Next Gen', 'Credentials', 'Security', 'Windows 10', 'Azure AD']",['People & Blogs'],"The guys have a discussion about Windows Hello for Business and how it can provide secure ""Next Gen"" credentials for your Windows devices.

00:00 - Intro
04:22 - Windows Hello overview
08:05 - Windows Hello for Business overview
             https://docs.microsoft.com/en-us/windows/security/identity-protection/hello-for-business/hello-identity-verification
10:40 - S01E20 - Using Windows Hello for Business to Access On-Premises Resources - (I.T)
             https://youtu.be/GfYOyFMc8vA
12:00 - AD schema requirement 
             https://techcommunity.microsoft.com/t5/azure-active-directory-identity/azure-ad-mailbag-windows-hello-for-business/ba-p/445349
17:45 - Key trust and certificate trust scenarios
20:09 - Windows Hello credential
26:19 - WHfBTools PowerShell module 
             https://aka.ms/WHfBTools
31:28 - Passwordless strategy
             https://docs.microsoft.com/en-us/windows/security/identity-protection/hello-for-business/passwordless-strategy
38:23 - Wrapping up
40:28 - Privacy

https://docs.microsoft.com/en-us/windows/security/identity-protection/hello-for-business/hello-identity-verification


Here’s a great post that just came out today on the topic as well. https://msendpointmgr.com/2020/11/18/the-windows-hello-zone-part-1/


Check out how to set up Hybrid Key Trust for on-premises access.  https://youtu.be/GfYOyFMc8vA

Visit our websites and social media for more or to get in touch with us

Steve Hosking - Microsoft MMD Team
https://www.twitter.com/OnPremCloudGuy
http://steven.hosking.com.au/
https://mvp.microsoft.com/en-us/PublicProfile/5002537?fullName=Steven%20Hosking
https://github.com/onpremcloudguy

Adam Gross - Microsoft MVP - Enterprise Mobility
https://www.twitter.com/AdamGrossTX
https://www.asquaredozen.com
https://github.com/AdamGrossTX
https://mvp.microsoft.com/en-us/PublicProfile/5003519?fullName=Adam%20Gross

Ben Reader - Microsoft MVP - Enterprise Mobility
https://twitter.com/powers_hell
https://www.powers-hell.com/
https://github.com/tabs-not-spaces
https://mvp.microsoft.com/en-us/PublicProfile/5003799?fullName=Ben%20Reader",https://i.ytimg.com/vi/hQHHGu-jr4Q/maxresdefault.jpg,18 - 640x360 (360p),107386397
Intune Training,http://www.youtube.com/channel/UCfmMlhX5TW8cicxHw6ExYVA,S02E14 - How to Use Android Studio to Test Virtual Android Devices with Microsoft Intune - (I.T),https://www.youtube.com/watch?v=ijyWRgrirWw,2278,55,0,5.0,1529,20201110,"['Microsoft', 'Intune', 'Training', 'Azure', 'AAD', 'MEM', 'MSIntune', 'Microsoft Endpoint Management', 'MEMIntune', 'Android', 'Mobile Device', 'Virtual', 'Testing']",['People & Blogs'],"Check out this great write-up by Timmy Andersson
https://timmyit.com/2021/01/25/android-emulation-for-endpoint-manager-admins/

00:00 - Intro
01:13 - Setting up an Android Emulator for testing Intune features
             https://azurecloudai.blog/2020/09/22/setting-up-an-android-emulator-for-testing-intune-features/
03:44 - Android Studio
             https://developer.android.com/studio/install
04:53 - Configure AVD Manager
09:17 - Extended controls
13:07 - Installing Intune Company Portal
19:40 - Using fingerprint
23:00 - Wrapping up

Visit our websites and social media for more or to get in touch with us

Steve Hosking - Microsoft MMD Team
https://www.twitter.com/OnPremCloudGuy
http://steven.hosking.com.au/
https://mvp.microsoft.com/en-us/PublicProfile/5002537?fullName=Steven%20Hosking
https://github.com/onpremcloudguy

Adam Gross - Microsoft MVP - Enterprise Mobility
https://www.twitter.com/AdamGrossTX
https://www.asquaredozen.com
https://github.com/AdamGrossTX
https://mvp.microsoft.com/en-us/PublicProfile/5003519?fullName=Adam%20Gross

Ben Reader - Microsoft MVP - Enterprise Mobility
https://twitter.com/powers_hell
https://www.powers-hell.com/
https://github.com/tabs-not-spaces
https://mvp.microsoft.com/en-us/PublicProfile/5003799?fullName=Ben%20Reader",https://i.ytimg.com/vi_webp/ijyWRgrirWw/maxresdefault.webp,18 - 640x360 (360p),31666662
Intune Training,http://www.youtube.com/channel/UCfmMlhX5TW8cicxHw6ExYVA,S02E13 - Getting Started with Intune for Education w/ Christopher Urban & Doug Wilson - (I.T),https://www.youtube.com/watch?v=mjp2_mNqlgw,1984,28,2,4.7333331,7511,20201103,"['Microsoft', 'Intune', 'Training', 'Azure', 'AAD', 'MEM', 'MSIntune', 'Microsoft Endpoint Management', 'MEMIntune', 'I4E', 'IntuneForEducation', 'EDU', 'Education']",['People & Blogs'],"0:00:00 - Introductions and Ice Breaking
0:18:00 - Overview of scoping your environment's Users
0:33:00 - Documentation for Education IT Admins
0:39:00 - Licensing Users
0:47:00 - Explanation of W10 Enterprise for Education
1:00:00 - How to get Intune for Education
1:06:00 - Leveraging Dynamic Security Groups in Education
1:33:00 - Device Management GUI
1:38:00 - Getting started with Intune for Education plus features
1:47:00 - Deploying Apps in Education
1:58:00 - Closing remarks

Previous EDU video with Doug Wilson
https://youtu.be/t-Qr6e8-0GE

https://docs.microsoft.com/en-us/education/itadmins

Christopher Urban - Microsoft Program Manager - Intune for Education
https://twitter.com/msclassroomgeek
https://classroomgeek.com/

Doug Wilson - Microsoft MVP - Enterprise Mobility
https://twitter.com/ManageDoug
https://managedoug.com/

Visit our websites and social media for more or to get in touch with us

Steve Hosking - Microsoft MMD Team
https://www.twitter.com/OnPremCloudGuy
http://steven.hosking.com.au/
https://mvp.microsoft.com/en-us/PublicProfile/5002537?fullName=Steven%20Hosking
https://github.com/onpremcloudguy

Adam Gross - Microsoft MVP - Enterprise Mobility
https://www.twitter.com/AdamGrossTX
https://www.asquaredozen.com
https://github.com/AdamGrossTX
https://mvp.microsoft.com/en-us/PublicProfile/5003519?fullName=Adam%20Gross

Ben Reader - Microsoft MVP - Enterprise Mobility
https://twitter.com/powers_hell
https://www.powers-hell.com/
https://github.com/tabs-not-spaces
https://mvp.microsoft.com/en-us/PublicProfile/5003799?fullName=Ben%20Reader",https://i.ytimg.com/vi/mjp2_mNqlgw/maxresdefault.jpg,18 - 640x360 (360p),185075498
Intune Training,http://www.youtube.com/channel/UCfmMlhX5TW8cicxHw6ExYVA,S02E12 - OMA-Goodness w/ Jeff Gilbert - How to Configure CSP & OMA-URI in Microsoft Intune - (I.T),https://www.youtube.com/watch?v=rDzHJwG-Vjk,3437,63,0,5.0,4682,20201027,"['Microsoft', 'Intune', 'Training', 'Azure', 'AAD', 'MEM', 'MSIntune', 'Microsoft Endpoint Management', 'MEMIntune', 'CSP', 'Configuration Service Provider', 'OMA', 'URI', 'OMA-URI', 'Open Mobile Alliance']",['People & Blogs'],"00:00 - Intro
00:50 - Jeff Gilbert - Microsoft - Senior Customer Engineer, Azure & Endpoint Management
              https://twitter.com/jeffgilb
              https://www.jeffgilb.com
03:30 - Custom OMA-URI policy
              https://www.jeffgilb.com/custom-microsoft-intune-oma-uri-policy-ins-and-outs/
05:18 - OMA-DM - http://aka.ms/oma-dm - https://en.wikipedia.org/wiki/Open_Mobile_Alliance
06:47 - SyncML - http://aka.ms/syncml
08:20 - CSP - http://aka.ms/oma-uri
20:38 - Configuration service provider reference
              https://docs.microsoft.com/en-us/windows/client-management/mdm/configuration-service-provider-reference
22:34 - Policy CSP
             https://docs.microsoft.com/en-us/windows/client-management/mdm/policy-configuration-service-provider
27:53 - RestrictedGroups policies
             https://docs.microsoft.com/en-us/windows/client-management/mdm/policy-csp-restrictedgroups#restrictedgroups-configuregroupmembership
31:41 - Policy discussion
38:46 - Custom XML
39:28 - Creating custom OMA-URI policy
43:15 - Administrator members
47:33 - Intune events
52:47 - Creating MDM wins over GP policy
             https://docs.microsoft.com/en-us/windows/client-management/mdm/policy-csp-controlpolicyconflict
1:01:20 - Creating allow SSPR on the login screen policy
                https://docs.microsoft.com/en-us/windows/client-management/mdm/policy-csp-authentication#authentication-allowaadpasswordreset
1:16:26 - Wrapping up

CSP Cheat Sheet
https://github.com/tabs-not-spaces/CodeDump/blob/master/OMA-URI_CheatSheet/OMA-URI_CheatSheet.pdf


Visit our websites and social media for more or to get in touch with us

Steve Hosking - Microsoft MMD Team
https://www.twitter.com/OnPremCloudGuy
http://steven.hosking.com.au/
https://mvp.microsoft.com/en-us/PublicProfile/5002537?fullName=Steven%20Hosking
https://github.com/onpremcloudguy

Adam Gross - Microsoft MVP - Enterprise Mobility
https://www.twitter.com/AdamGrossTX
https://www.asquaredozen.com
https://github.com/AdamGrossTX
https://mvp.microsoft.com/en-us/PublicProfile/5003519?fullName=Adam%20Gross

Ben Reader - Microsoft MVP - Enterprise Mobility
https://twitter.com/powers_hell
https://www.powers-hell.com/
https://github.com/tabs-not-spaces
https://mvp.microsoft.com/en-us/PublicProfile/5003799?fullName=Ben%20Reader",https://i.ytimg.com/vi/rDzHJwG-Vjk/maxresdefault.jpg,18 - 640x360 (360p),106683253
Intune Training,http://www.youtube.com/channel/UCfmMlhX5TW8cicxHw6ExYVA,S02E11 - How to Manage Microsoft Edge Browser Extensions with Microsoft Intune - (I.T),https://www.youtube.com/watch?v=Vf_U6NGz52A,2186,34,0,5.0,1310,20201014,"['Microsoft', 'Intune', 'Training', 'Azure', 'AAD', 'MEM', 'MSIntune', 'Microsoft Endpoint Management', 'MEMIntune', 'Edge', 'Chromium', 'browser', 'extensions', 'policy']",['People & Blogs'],"0:00 Intro
0:00 Goofing off for a bit
4:10 Managing Edge Extensions
18:30 Skip this part - Edge Surf Game
19:40 Summary



Visit our websites and social media for more or to get in touch with us

Steve Hosking - Microsoft MMD Team
https://www.twitter.com/OnPremCloudGuy
http://steven.hosking.com.au/
https://mvp.microsoft.com/en-us/PublicProfile/5002537?fullName=Steven%20Hosking
https://github.com/onpremcloudguy

Adam Gross - Microsoft MVP - Enterprise Mobility
https://www.twitter.com/AdamGrossTX
https://www.asquaredozen.com
https://github.com/AdamGrossTX
https://mvp.microsoft.com/en-us/PublicProfile/5003519?fullName=Adam%20Gross

Ben Reader - Microsoft MVP - Enterprise Mobility
https://twitter.com/powers_hell
https://www.powers-hell.com/
https://github.com/tabs-not-spaces
https://mvp.microsoft.com/en-us/PublicProfile/5003799?fullName=Ben%20Reader",https://i.ytimg.com/vi/Vf_U6NGz52A/maxresdefault.jpg,18 - 640x360 (360p),36422567
Intune Training,http://www.youtube.com/channel/UCfmMlhX5TW8cicxHw6ExYVA,S02E10 - How to Configure the Chromium Edge Default Search Provider with Microsoft Intune - (I.T),https://www.youtube.com/watch?v=IK1ocTAxpcA,2466,40,2,4.8095236,1418,20201006,"['Microsoft', 'Intune', 'Training', 'Azure', 'AAD', 'MEM', 'MSIntune', 'Microsoft Endpoint Management', 'MEMIntune', 'Edge', 'Chredge', 'Chromium', 'New Edge', 'Nedge']",['People & Blogs'],"0:00 Intro
02:44 - S01E25 - Deploying and Configuring the New Edge Browser with Intune
              https://youtu.be/fhvkg8EA8x8
04:09 - Legacy Edge device restrictions
05:52 - Use Administrative Templates to create a policy for Microsoft Edge
              https://docs.microsoft.com/deployedge/configure-edge-with-intune
09:54 - Difference between user and computer polices
12:13 - Configuring default search provider
20:27 - Polices applied by your organization
22:35 - Wrapping up

Visit our websites and social media for more or to get in touch with us

Steve Hosking - Microsoft MMD Team
https://www.twitter.com/OnPremCloudGuy
http://steven.hosking.com.au/
https://mvp.microsoft.com/en-us/PublicProfile/5002537?fullName=Steven%20Hosking
https://github.com/onpremcloudguy

Adam Gross - Microsoft MVP - Enterprise Mobility
https://www.twitter.com/AdamGrossTX
https://www.asquaredozen.com
https://github.com/AdamGrossTX
https://mvp.microsoft.com/en-us/PublicProfile/5003519?fullName=Adam%20Gross

Ben Reader - Microsoft MVP - Enterprise Mobility
https://twitter.com/powers_hell
https://www.powers-hell.com/
https://github.com/tabs-not-spaces
https://mvp.microsoft.com/en-us/PublicProfile/5003799?fullName=Ben%20Reader",https://i.ytimg.com/vi/IK1ocTAxpcA/maxresdefault.jpg,18 - 640x360 (360p),37687032
Intune Training,http://www.youtube.com/channel/UCfmMlhX5TW8cicxHw6ExYVA,S02E09 - How to Configure Proactive Remediations in Microsoft Intune - (I.T),https://www.youtube.com/watch?v=VOBzV6GjOvI,3203,44,3,4.7446809,3419,20200929,"['Microsoft', 'Intune', 'Training', 'Azure', 'AAD', 'MEM', 'MSIntune', 'Microsoft Endpoint Management', 'MEMIntune', 'Proactive Remediation', 'Proactive Remediations', 'Endpoint Analytics', 'Script', 'PowerShell']",['People & Blogs'],"Note - Adam forgot to edit out a section where we were waiting to device syncs to happen. See timestamps below for details.

00:00 - Intro
01:33 - Blogs and documentation
02:54 - Windows 10 and macOS scripts
07:42 - Endpoint analytics
08:26 - Proactive remediations licensing
10:06 - Creating script package
11:08 - Detection script
19:50 - Remediation script
29:40 - SKIP to 44:14 
44:14 - Script cache
51:31 - Script package status 
52:55 - JSON result
56:20 - Wrapping up

https://sysmansquad.com/2020/07/27/setting-acl-using-intune-endpoint-analytics-proactive-remediations/
https://sysmansquad.com/2020/07/08/dynamic-outlook-email-signature-using-with-intune-endpoint-analytics-proactive-remediations/
https://sysmansquad.com/2020/07/07/intune-autopilot-proactive-remediation/
https://byteben.com/bb/getting-started-with-microsoft-intune-proactive-remediations/
https://msendpointmgr.com/2020/06/25/endpoint-analytics-proactive-remediations/
https://docs.microsoft.com/en-us/mem/analytics/proactive-remediations


Visit our websites and social media for more or to get in touch with us

Steve Hosking - Microsoft MMD Team
https://www.twitter.com/OnPremCloudGuy
http://steven.hosking.com.au/
https://mvp.microsoft.com/en-us/PublicProfile/5002537?fullName=Steven%20Hosking
https://github.com/onpremcloudguy

Adam Gross - Microsoft MVP - Enterprise Mobility
https://www.twitter.com/AdamGrossTX
https://www.asquaredozen.com
https://github.com/AdamGrossTX
https://mvp.microsoft.com/en-us/PublicProfile/5003519?fullName=Adam%20Gross

Ben Reader - Microsoft MVP - Enterprise Mobility
https://twitter.com/powers_hell
https://www.powers-hell.com/
https://github.com/tabs-not-spaces
https://mvp.microsoft.com/en-us/PublicProfile/5003799?fullName=Ben%20Reader",https://i.ytimg.com/vi/VOBzV6GjOvI/maxresdefault.jpg,18 - 640x360 (360p),68692968
Intune Training,http://www.youtube.com/channel/UCfmMlhX5TW8cicxHw6ExYVA,"S02E08 - How to Customize the Company Portal app, website and Intune App in Microsoft Intune - (I.T)",https://www.youtube.com/watch?v=VdZOmUkTHnw,5611,52,3,4.7818184,1053,20200916,"['Microsoft', 'Intune', 'Training', 'Azure', 'AAD', 'MEM', 'MSIntune', 'Microsoft Endpoint Management', 'MEMIntune']",['People & Blogs'],"00:00 - Intro
01:10 - Azure AD company branding
             https://docs.microsoft.com/azure/active-directory/fundamentals/customize-branding
02:15 - Company portal customization
             https://docs.microsoft.com/mem/intune/apps/company-portal-app
06:02 - Configure enrollment setting for Android and iOS/iPadOS
06:22 - Additional app sources
07:00 - Company portal website
             https://portal.manage.microsoft.com/
17:21 - Wrapping up

From the comments:
You kind of breezed by the enrollment options at about six minutes in, and I know it's targeted towards the iOS/Android piece which isn't the sexiness of Windows 10 management, but that is the most frequently used setting on this page for deployments.

If you are doing a MAM-only deployment, on Android the company portal is required. The biggest problem people have are users opening up the company portal and trying to enroll their device. Sure, you can block personally enrolled devices with restrictions, but the better thing to do, IMO, is to just make the enrollment unavailable. They can sign in to the company portal and poke around but won't be able to enroll their device.

This is also useful for iOS where you want to make apps available for unenrolled devices and give the users a ""company app store"" with links to apps on the app store, but not pester them with trying to enroll the second they sign in to the company portal.

Then, if you need to allow enrollment, you can create a new template profile and assign it to a group of users, or change it to available, no prompts so that users have to go to the devices tab and manually choose to enroll the devices.

Cool stuff!


https://docs.microsoft.com/en-us/mem/intune/apps/company-portal-app

Company Branding - https://youtu.be/OkeUN-tdfqs?t=1512

Visit our websites and social media for more or to get in touch with us

Steve Hosking - Microsoft MMD Team
https://www.twitter.com/OnPremCloudGuy
http://steven.hosking.com.au/
https://mvp.microsoft.com/en-us/PublicProfile/5002537?fullName=Steven%20Hosking
https://github.com/onpremcloudguy

Adam Gross - Microsoft MVP - Enterprise Mobility
https://www.twitter.com/AdamGrossTX
https://www.asquaredozen.com
https://github.com/AdamGrossTX
https://mvp.microsoft.com/en-us/PublicProfile/5003519?fullName=Adam%20Gross

Ben Reader - Microsoft MVP - Enterprise Mobility
https://twitter.com/powers_hell
https://www.powers-hell.com/
https://github.com/tabs-not-spaces
https://mvp.microsoft.com/en-us/PublicProfile/5003799?fullName=Ben%20Reader",https://i.ytimg.com/vi_webp/VdZOmUkTHnw/maxresdefault.webp,18 - 640x360 (360p),23408974
Intune Training,http://www.youtube.com/channel/UCfmMlhX5TW8cicxHw6ExYVA,S02E07 - Manage Android Devices with Intune - A Comprehensive Guide - Leon Ashton-Leatherland  (I.T),https://www.youtube.com/watch?v=tQ4qt-4CGRY,7839,108,5,4.823009,7324,20200901,"['Microsoft', 'Intune', 'Training', 'Azure', 'AAD', 'MEM', 'MSIntune', 'Microsoft Endpoint Management', 'MEMIntune', 'Android']",['People & Blogs'],"00:00 - Intro
04:28 - Leon's IT Vlog
             https://www.youtube.com/channel/UCQ_blQAVD2FaeYxzjqRw3bw
08:00 - Android management history
13:00 - Android Enterprise enrolment
16:24 - Is Android Enterprise available in my country?
             https://support.google.com/work/android/answer/6270910
17:40 - Android Enterprise device enrollment restrictions
             https://docs.microsoft.com/mem/intune/enrollment/device-enrollment-restrictions
21:25 - Enroll Android devices
             https://docs.microsoft.commem/intune/enrollment/android-enroll
24:51 - Personal device with work profile enrollment demo
             https://docs.microsoft.com/mem/intune/enrollment/android-work-profile-enroll
37:16 - Android dynamic group rules
43:00 - Android configuration profiles
45:20 - Corporate-owned dedicated devices
             https://docs.microsoft.com/mem/intune/enrollment/android-kiosk-enroll
47:44 - Enroll your Android Enterprise dedicated, fully managed, or corporate-owned with work profile devices
             https://docs.microsoft.com/mem/intune/enrollment/android-dedicated-devices-fully-managed-enroll
52:00 - Corporate-owned dedicated multi app device demo
1:02:18 - Corporate-owned devices with work profile
                https://docs.microsoft.com/mem/intune/enrollment/android-corporate-owned-work-profile-enroll
1:09:45 - Corporate-owned dedicated configuration profile 
1:13:15 - Corporate-owned devices with work profile demo
1:22:13 - Corporate-owned, fully managed user devices
                https://docs.microsoft.com/mem/intune/enrollment/android-fully-managed-enroll
1:22:45 - Add Managed Google Play apps to Android Enterprise devices
                https://docs.microsoft.com/mem/intune/apps/apps-add-android-for-work
1:31:05 - App configuration polices
                https://docs.microsoft.com/mem/intune/apps/app-configuration-policies-overview
1:36:36 - App protection policies
                https://docs.microsoft.com/mem/intune/apps/app-protection-policy
1:40:33 - Supported protected apps
                https://docs.microsoft.com/mem/intune/apps/apps-supported-intune-apps
1:53:00 - Device selection
2:00:10 - Wrapping up

Leon Ashton-Leatherland
https://leonashtonleatherland.blogspot.com/
https://www.youtube.com/channel/UCQ_blQAVD2FaeYxzjqRw3bw

Visit our websites and social media for more or to get in touch with us

Steve Hosking - Microsoft MMD Team
https://www.twitter.com/OnPremCloudGuy
http://steven.hosking.com.au/
https://mvp.microsoft.com/en-us/PublicProfile/5002537?fullName=Steven%20Hosking
https://github.com/onpremcloudguy

Adam Gross - Microsoft MVP - Enterprise Mobility
https://www.twitter.com/AdamGrossTX
https://www.asquaredozen.com
https://github.com/AdamGrossTX
https://mvp.microsoft.com/en-us/PublicProfile/5003519?fullName=Adam%20Gross

Ben Reader - Microsoft MVP - Enterprise Mobility
https://twitter.com/powers_hell
https://www.powers-hell.com/
https://github.com/tabs-not-spaces
https://mvp.microsoft.com/en-us/PublicProfile/5003799?fullName=Ben%20Reader",https://i.ytimg.com/vi/tQ4qt-4CGRY/maxresdefault.jpg,18 - 640x360 (360p),174281349
Intune Training,http://www.youtube.com/channel/UCfmMlhX5TW8cicxHw6ExYVA,Getting Started with Windows 10 Feature Updates - Enterprise Feature Update Management,https://www.youtube.com/watch?v=gi6rDrhPSL8,2175,27,0,5.0,2093,20200901,"['Microsoft', 'MEM', 'SetupDiag', 'Enterprise', 'Training', 'Intune', 'Microsoft Endpoint Management', 'Windows', 'MSIntune', '1903', 'AAD', 'SetupConfig', 'Azure', 'Feature Update', '2004', 'MEMIntune', 'Windows 10', '1909']",['People & Blogs'],"Slides from the event can be found here:
https://github.com/CSMUG/Meeting-Content/tree/master/EnterpriseFeatureUpdateAug2020

Recording from the Enterprise Feature Update Management event held on 08/28/2020.
https://www.meetup.com/CLT-System-Management-User-Group/events/272682989/

Details
Join us for a special session on leveraging Windows Feature Updates to upgrade Windows 10. We have 9 community experts to discuss real-world strategies for managing Windows 10 Feature Updates in the Enterprise without Task Sequences.

You will learn how others have implemented Feature Updates in their enterprise and why. We will also be sharing tools, scripts, and troubleshooting to expand your options for solving problems encountered in your environment

Note: We will be recording these sessions. We will be using a Teams meeting so if you do not wish to be recorded, please wait for the recordings to be published.

Speaker List:
Mike Marable, https://twitter.com/mike_marable
Chad Brower, https://twitter.com/brower_chad
Paul Winstanley, https://twitter.com/SCCMentor
Chris Buck, https://twitter.com/SCCMF12TWICE
Simon Binder, https://twitter.com/Bindertech
Marius Wyss, https://twitter.com/MrWyss
Adam Gross, https://twitter.com/AdamGrossTX
Julie Andreacola, https://twitter.com/jandreacola
Dune Desormeaux, https://twitter.com/DuneConfigured

Sessions followed by Q&A (Subject to change)

How Can I Get Started? - Help me Toss the Task Sequence - How to start leveraging Feature Updates in your enterprise today and handle necessary customizations and drivers

Setting up for Success -Assessment Tools and techniques for ensuring successful Feature Updates

Set it and Forget it - Using Intune to manage Feature Updates while maintaining control

Trust but Verify - Reporting strategies to validate success and highlight issues

When the Wheels fall Off - Everything we know about troubleshooting

Open Q&A",https://i.ytimg.com/vi_webp/gi6rDrhPSL8/maxresdefault.webp,18 - 640x360 (360p),45167294
Intune Training,http://www.youtube.com/channel/UCfmMlhX5TW8cicxHw6ExYVA,Troubleshooting Windows 10 Feature Updates - Enterprise Feature Update Management,https://www.youtube.com/watch?v=3__24zIm0Q8,1094,12,0,5.0,2050,20200901,"['Intune', 'Enterprise', '1909', 'Microsoft Endpoint Management', 'Windows 10', 'Microsoft', 'MEM', 'SetupDiag', 'Azure', 'MEMIntune', 'MSIntune', '2004', 'AAD', 'Training', '1903', 'Feature Update', 'SetupConfig', 'Windows']",['People & Blogs'],"Slides from the event can be found here:
https://github.com/CSMUG/Meeting-Content/tree/master/EnterpriseFeatureUpdateAug2020

Recording from the Enterprise Feature Update Management event held on 08/28/2020.
https://www.meetup.com/CLT-System-Management-User-Group/events/272682989/

Details
Join us for a special session on leveraging Windows Feature Updates to upgrade Windows 10. We have 9 community experts to discuss real-world strategies for managing Windows 10 Feature Updates in the Enterprise without Task Sequences.

You will learn how others have implemented Feature Updates in their enterprise and why. We will also be sharing tools, scripts, and troubleshooting to expand your options for solving problems encountered in your environment

Note: We will be recording these sessions. We will be using a Teams meeting so if you do not wish to be recorded, please wait for the recordings to be published.

Speaker List:
Mike Marable, https://twitter.com/mike_marable
Chad Brower, https://twitter.com/brower_chad
Paul Winstanley, https://twitter.com/SCCMentor
Chris Buck, https://twitter.com/SCCMF12TWICE
Simon Binder, https://twitter.com/Bindertech
Marius Wyss, https://twitter.com/MrWyss
Adam Gross, https://twitter.com/AdamGrossTX
Julie Andreacola, https://twitter.com/jandreacola
Dune Desormeaux, https://twitter.com/DuneConfigured

Sessions followed by Q&A (Subject to change)

How Can I Get Started? - Help me Toss the Task Sequence - How to start leveraging Feature Updates in your enterprise today and handle necessary customizations and drivers

Setting up for Success -Assessment Tools and techniques for ensuring successful Feature Updates

Set it and Forget it - Using Intune to manage Feature Updates while maintaining control

Trust but Verify - Reporting strategies to validate success and highlight issues

When the Wheels fall Off - Everything we know about troubleshooting

Open Q&A",https://i.ytimg.com/vi_webp/3__24zIm0Q8/maxresdefault.webp,18 - 640x360 (360p),50768824
Intune Training,http://www.youtube.com/channel/UCfmMlhX5TW8cicxHw6ExYVA,Using Intune to Manage Windows 10 Feature Updates - Enterprise Feature Update Management,https://www.youtube.com/watch?v=DRI2OkJQJO4,2873,25,0,5.0,1710,20200901,"['MSIntune', 'Feature Update', 'Intune', 'Windows 10', 'AAD', '2004', 'Microsoft', 'Azure', 'MEM', 'Enterprise', 'MEMIntune', 'Windows', '1903', 'Training', 'Microsoft Endpoint Management', 'SetupDiag', '1909', 'SetupConfig']",['People & Blogs'],"Slides from the event can be found here:
https://github.com/CSMUG/Meeting-Content/tree/master/EnterpriseFeatureUpdateAug2020

Recording from the Enterprise Feature Update Management event held on 08/28/2020.
https://www.meetup.com/CLT-System-Management-User-Group/events/272682989/

Details
Join us for a special session on leveraging Windows Feature Updates to upgrade Windows 10. We have 9 community experts to discuss real-world strategies for managing Windows 10 Feature Updates in the Enterprise without Task Sequences.

You will learn how others have implemented Feature Updates in their enterprise and why. We will also be sharing tools, scripts, and troubleshooting to expand your options for solving problems encountered in your environment

Note: We will be recording these sessions. We will be using a Teams meeting so if you do not wish to be recorded, please wait for the recordings to be published.

Speaker List:
Mike Marable, https://twitter.com/mike_marable
Chad Brower, https://twitter.com/brower_chad
Paul Winstanley, https://twitter.com/SCCMentor
Chris Buck, https://twitter.com/SCCMF12TWICE
Simon Binder, https://twitter.com/Bindertech
Marius Wyss, https://twitter.com/MrWyss
Adam Gross, https://twitter.com/AdamGrossTX
Julie Andreacola, https://twitter.com/jandreacola
Dune Desormeaux, https://twitter.com/DuneConfigured

Sessions followed by Q&A (Subject to change)

How Can I Get Started? - Help me Toss the Task Sequence - How to start leveraging Feature Updates in your enterprise today and handle necessary customizations and drivers

Setting up for Success -Assessment Tools and techniques for ensuring successful Feature Updates

Set it and Forget it - Using Intune to manage Feature Updates while maintaining control

Trust but Verify - Reporting strategies to validate success and highlight issues

When the Wheels fall Off - Everything we know about troubleshooting

Open Q&A",https://i.ytimg.com/vi/DRI2OkJQJO4/maxresdefault.jpg,18 - 640x360 (360p),37325925
